Complaint ID,Customer ID,Product/Service,Complaint Category,Date Filed,Date Resolved,Status,Resolution Time (Days),Month_Year,Resolution_Flag,Is_Timely
307840,84822,Cloud Storage,Delivery,2024-01-24,2024-02-17,Resolved,24.0,2024-01,1,0
223187,50485,Drone Delivery Service,Technical Support,2024-08-20,2024-08-21,Resolved,1.0,2024-08,1,1
723885,66141,Fitness Tracker,Product Quality,2024-05-28,2024-06-09,Resolved,12.0,2024-05,1,0
884909,75378,Digital Scale,Product Quality,2023-10-13,2023-11-02,Resolved,20.0,2023-10,1,0
121784,99643,Fitness Tracker,Delivery,2024-04-13,2024-05-07,Resolved,24.0,2024-04,1,0
619378,83378,Cloud Storage,Technical Support,2024-06-11,2024-07-06,Resolved,25.0,2024-06,1,0
267422,75424,Fitness Tracker,Billing,2024-06-13,2024-07-02,Resolved,19.0,2024-06,1,0
472989,62467,Drone Delivery Service,Technical Support,2024-05-02,2024-05-05,Resolved,3.0,2024-05,1,1
460061,45638,Drone Delivery Service,Delivery,2024-07-14,2024-07-25,Resolved,11.0,2024-07,1,0
417941,90303,Home Security System,Service,2024-07-22,2024-08-18,Resolved,27.0,2024-07,1,0
390388,80741,Mobile Banking App,Delivery,2023-12-14,,Unresolved,,2023-12,0,0
984667,14576,Insurance Plan,Product Quality,2024-06-13,2024-07-10,Resolved,27.0,2024-06,1,0
745258,45043,Insurance Plan,Delivery,2024-04-22,,Unresolved,,2024-04,0,0
715432,69856,Insurance Plan,Service,2024-02-12,2024-02-17,Resolved,5.0,2024-02,1,1
850144,38914,Home Security System,Product Quality,2024-06-17,2024-07-12,Resolved,25.0,2024-06,1,0
310595,28396,Customer Support Service,Billing,2023-11-24,2023-11-30,Resolved,6.0,2023-11,1,1
805482,86651,Personal Safe,Billing,2024-03-10,,Unresolved,,2024-03,0,0
668827,56357,Insurance Plan,Technical Support,2024-07-16,2024-08-02,Resolved,17.0,2024-07,1,0
940653,53021,Mobile Banking App,Billing,2023-12-09,,Unresolved,,2023-12,0,0
528097,30579,Drone Delivery Service,Technical Support,2024-01-16,2024-02-06,Resolved,21.0,2024-01,1,0
406997,79902,Cloud Storage,Product Quality,2024-04-07,2024-04-17,Resolved,10.0,2024-04,1,1
541491,64855,Cloud Storage,Billing,2024-05-09,2024-05-16,Resolved,7.0,2024-05,1,1
946112,29181,Fitness Tracker,Service,2023-10-14,2023-11-13,Resolved,30.0,2023-10,1,0
885321,75162,Fitness Tracker,Technical Support,2024-05-07,2024-05-08,Resolved,1.0,2024-05,1,1
370275,82294,Personal Safe,Billing,2023-09-17,,Unresolved,,2023-09,0,0
444156,90657,Cloud Storage,Product Quality,2024-05-23,2024-06-20,Resolved,28.0,2024-05,1,0
507881,21121,Customer Support Service,Billing,2024-02-17,2024-03-05,Resolved,17.0,2024-02,1,0
477749,29401,Customer Support Service,Technical Support,2023-12-31,2024-01-13,Resolved,13.0,2023-12,1,0
722162,75371,Cloud Storage,Technical Support,2024-01-12,2024-01-31,Resolved,19.0,2024-01,1,0
734757,71182,Weight Loss Program,Service,2024-05-09,2024-05-31,Resolved,22.0,2024-05,1,0
790250,39204,Weight Loss Program,Product Quality,2024-02-02,2024-02-27,Resolved,25.0,2024-02,1,0
640110,22977,Mobile Banking App,Billing,2023-12-13,2023-12-27,Resolved,14.0,2023-12,1,0
944645,87849,Cloud Storage,Technical Support,2023-10-21,2023-11-09,Resolved,19.0,2023-10,1,0
340842,60013,Digital Scale,Product Quality,2024-01-18,2024-02-11,Resolved,24.0,2024-01,1,0
422539,31718,Home Security System,Product Quality,2024-02-12,2024-03-09,Resolved,26.0,2024-02,1,0
770869,86652,Customer Support Service,Technical Support,2024-07-18,2024-07-21,Resolved,3.0,2024-07,1,1
465300,67163,Weight Loss Program,Service,2024-05-14,2024-05-19,Resolved,5.0,2024-05,1,1
584845,76496,Drone Delivery Service,Product Quality,2024-04-06,2024-04-19,Resolved,13.0,2024-04,1,0
490294,64905,Weight Loss Program,Technical Support,2024-02-10,,Unresolved,,2024-02,0,0
770633,33880,Personal Safe,Technical Support,2024-03-15,2024-04-02,Resolved,18.0,2024-03,1,0
765406,84068,Mobile Banking App,Technical Support,2023-09-12,2023-10-12,Resolved,30.0,2023-09,1,0
744654,97862,Personal Safe,Technical Support,2023-11-07,2023-12-03,Resolved,26.0,2023-11,1,0
960296,47154,Digital Scale,Product Quality,2024-01-25,2024-02-20,Resolved,26.0,2024-01,1,0
738037,30692,Drone Delivery Service,Billing,2024-03-17,2024-04-11,Resolved,25.0,2024-03,1,0
279547,43131,Digital Scale,Delivery,2024-04-15,2024-04-20,Resolved,5.0,2024-04,1,1
643470,69824,Drone Delivery Service,Technical Support,2023-11-09,2023-11-13,Resolved,4.0,2023-11,1,1
198333,74773,Insurance Plan,Billing,2024-07-06,2024-07-27,Resolved,21.0,2024-07,1,0
990624,54602,Mobile Banking App,Billing,2023-10-21,2023-11-19,Resolved,29.0,2023-10,1,0
603833,85937,Fitness Tracker,Delivery,2024-03-02,2024-03-30,Resolved,28.0,2024-03,1,0
916589,42160,Drone Delivery Service,Service,2023-12-20,,Unresolved,,2023-12,0,0
214011,54861,Drone Delivery Service,Service,2024-02-05,2024-02-22,Resolved,17.0,2024-02,1,0
347330,45730,Cloud Storage,Service,2024-06-07,2024-06-12,Resolved,5.0,2024-06,1,1
974934,14930,Personal Safe,Product Quality,2024-08-08,2024-08-31,Resolved,23.0,2024-08,1,0
437932,91732,Mobile Banking App,Delivery,2024-03-02,2024-03-25,Resolved,23.0,2024-03,1,0
504613,65612,Customer Support Service,Product Quality,2024-06-16,2024-06-17,Resolved,1.0,2024-06,1,1
155795,37240,Weight Loss Program,Billing,2024-07-13,2024-07-20,Resolved,7.0,2024-07,1,1
453883,40964,Fitness Tracker,Billing,2024-02-06,2024-02-08,Resolved,2.0,2024-02,1,1
469577,49054,Cloud Storage,Service,2024-02-02,,Unresolved,,2024-02,0,0
328471,22638,Insurance Plan,Billing,2024-06-18,2024-07-11,Resolved,23.0,2024-06,1,0
695390,28521,Home Security System,Product Quality,2023-11-28,2023-12-11,Resolved,13.0,2023-11,1,0
244195,10692,Home Security System,Delivery,2024-08-12,2024-08-25,Resolved,13.0,2024-08,1,0
600371,75503,Insurance Plan,Delivery,2024-07-21,,Unresolved,,2024-07,0,0
827477,95638,Mobile Banking App,Billing,2024-05-25,2024-06-09,Resolved,15.0,2024-05,1,0
963917,34479,Mobile Banking App,Service,2024-07-29,2024-08-10,Resolved,12.0,2024-07,1,0
535828,33382,Personal Safe,Service,2023-09-04,2023-09-20,Resolved,16.0,2023-09,1,0
817964,65342,Drone Delivery Service,Billing,2023-11-25,,Unresolved,,2023-11,0,0
664159,15051,Mobile Banking App,Technical Support,2023-12-19,2023-12-21,Resolved,2.0,2023-12,1,1
448071,85732,Insurance Plan,Billing,2024-07-09,2024-07-30,Resolved,21.0,2024-07,1,0
505119,72595,Personal Safe,Technical Support,2024-05-18,,Unresolved,,2024-05,0,0
478908,79315,Weight Loss Program,Technical Support,2023-11-26,2023-12-17,Resolved,21.0,2023-11,1,0
290210,54422,Mobile Banking App,Delivery,2024-05-02,2024-05-18,Resolved,16.0,2024-05,1,0
344633,35996,Drone Delivery Service,Product Quality,2024-08-28,,Unresolved,,2024-08,0,0
843649,97687,Personal Safe,Service,2024-02-19,,Unresolved,,2024-02,0,0
532765,89064,Fitness Tracker,Product Quality,2023-10-25,2023-10-30,Resolved,5.0,2023-10,1,1
937505,37665,Cloud Storage,Billing,2023-11-04,2023-11-05,Resolved,1.0,2023-11,1,1
667876,80444,Personal Safe,Service,2023-09-06,2023-09-21,Resolved,15.0,2023-09,1,0
115782,63410,Weight Loss Program,Service,2024-05-13,2024-06-06,Resolved,24.0,2024-05,1,0
284250,34684,Drone Delivery Service,Service,2024-05-08,2024-05-11,Resolved,3.0,2024-05,1,1
878132,17300,Digital Scale,Technical Support,2023-10-28,2023-10-30,Resolved,2.0,2023-10,1,1
301631,22053,Home Security System,Service,2024-01-17,2024-02-03,Resolved,17.0,2024-01,1,0
955413,33158,Insurance Plan,Billing,2023-11-19,2023-11-21,Resolved,2.0,2023-11,1,1
622350,73404,Personal Safe,Product Quality,2024-07-18,2024-08-03,Resolved,16.0,2024-07,1,0
680037,76537,Weight Loss Program,Service,2024-05-26,2024-06-06,Resolved,11.0,2024-05,1,0
947370,71413,Digital Scale,Delivery,2023-09-19,,Unresolved,,2023-09,0,0
506233,12961,Drone Delivery Service,Service,2023-12-09,,Unresolved,,2023-12,0,0
960566,18409,Digital Scale,Delivery,2024-08-02,2024-08-15,Resolved,13.0,2024-08,1,0
865841,64887,Drone Delivery Service,Delivery,2023-12-24,,Unresolved,,2023-12,0,0
972664,78967,Fitness Tracker,Service,2024-01-01,2024-01-12,Resolved,11.0,2024-01,1,0
164299,65533,Digital Scale,Product Quality,2024-04-24,2024-05-08,Resolved,14.0,2024-04,1,0
304088,92240,Customer Support Service,Technical Support,2024-02-14,,Unresolved,,2024-02,0,0
651292,57318,Customer Support Service,Service,2024-05-28,2024-06-21,Resolved,24.0,2024-05,1,0
560413,14913,Home Security System,Technical Support,2023-11-14,2023-12-06,Resolved,22.0,2023-11,1,0
414155,45553,Customer Support Service,Service,2024-03-11,2024-04-03,Resolved,23.0,2024-03,1,0
687799,38376,Mobile Banking App,Technical Support,2024-04-07,,Unresolved,,2024-04,0,0
266990,89574,Drone Delivery Service,Product Quality,2023-10-13,,Unresolved,,2023-10,0,0
526924,89565,Home Security System,Billing,2024-04-18,,Unresolved,,2024-04,0,0
769587,19057,Weight Loss Program,Billing,2024-05-25,2024-06-11,Resolved,17.0,2024-05,1,0
128204,75809,Drone Delivery Service,Product Quality,2024-04-12,2024-04-17,Resolved,5.0,2024-04,1,1
616063,49759,Cloud Storage,Technical Support,2023-12-24,2024-01-19,Resolved,26.0,2023-12,1,0
711908,74408,Customer Support Service,Delivery,2024-02-14,2024-02-23,Resolved,9.0,2024-02,1,1
639005,92658,Fitness Tracker,Service,2024-01-07,2024-01-13,Resolved,6.0,2024-01,1,1
399237,54816,Weight Loss Program,Service,2024-01-26,2024-02-04,Resolved,9.0,2024-01,1,1
121083,94680,Mobile Banking App,Service,2023-12-03,2023-12-10,Resolved,7.0,2023-12,1,1
200868,81973,Customer Support Service,Billing,2023-12-31,2024-01-11,Resolved,11.0,2023-12,1,0
999409,74698,Fitness Tracker,Product Quality,2023-12-01,,Unresolved,,2023-12,0,0
362696,48254,Digital Scale,Billing,2023-08-31,,Unresolved,,2023-08,0,0
345669,40775,Drone Delivery Service,Service,2024-05-31,2024-06-17,Resolved,17.0,2024-05,1,0
505430,43166,Cloud Storage,Delivery,2023-11-02,,Unresolved,,2023-11,0,0
116733,61197,Weight Loss Program,Technical Support,2024-01-05,2024-01-06,Resolved,1.0,2024-01,1,1
964784,27929,Fitness Tracker,Technical Support,2024-02-15,2024-02-16,Resolved,1.0,2024-02,1,1
440587,63840,Drone Delivery Service,Service,2024-03-21,2024-04-13,Resolved,23.0,2024-03,1,0
784655,72244,Digital Scale,Technical Support,2024-01-16,,Unresolved,,2024-01,0,0
377891,93809,Cloud Storage,Product Quality,2024-07-02,,Unresolved,,2024-07,0,0
123770,89341,Fitness Tracker,Product Quality,2023-11-18,2023-11-23,Resolved,5.0,2023-11,1,1
938426,51466,Customer Support Service,Technical Support,2024-05-22,2024-06-20,Resolved,29.0,2024-05,1,0
570276,79075,Digital Scale,Delivery,2024-01-29,2024-02-08,Resolved,10.0,2024-01,1,1
809982,49860,Home Security System,Product Quality,2024-06-19,2024-06-29,Resolved,10.0,2024-06,1,1
387573,74221,Digital Scale,Product Quality,2024-05-10,,Unresolved,,2024-05,0,0
463872,91309,Mobile Banking App,Delivery,2024-05-05,2024-06-01,Resolved,27.0,2024-05,1,0
348737,62094,Drone Delivery Service,Billing,2023-11-24,2023-12-15,Resolved,21.0,2023-11,1,0
308025,78537,Insurance Plan,Product Quality,2024-01-01,2024-01-10,Resolved,9.0,2024-01,1,1
652331,33050,Cloud Storage,Product Quality,2023-11-11,2023-12-10,Resolved,29.0,2023-11,1,0
285420,10452,Personal Safe,Billing,2023-11-28,,Unresolved,,2023-11,0,0
701490,27810,Weight Loss Program,Product Quality,2024-05-04,2024-05-31,Resolved,27.0,2024-05,1,0
372638,72203,Weight Loss Program,Delivery,2023-11-26,,Unresolved,,2023-11,0,0
272423,12117,Digital Scale,Product Quality,2024-02-14,2024-03-02,Resolved,17.0,2024-02,1,0
630429,90234,Insurance Plan,Service,2024-03-07,2024-03-29,Resolved,22.0,2024-03,1,0
781139,79929,Insurance Plan,Technical Support,2023-11-23,2023-12-02,Resolved,9.0,2023-11,1,1
307219,20394,Mobile Banking App,Billing,2023-11-24,2023-12-14,Resolved,20.0,2023-11,1,0
295928,80077,Cloud Storage,Delivery,2024-07-02,,Unresolved,,2024-07,0,0
522290,16548,Home Security System,Billing,2024-05-06,2024-05-08,Resolved,2.0,2024-05,1,1
773821,90612,Insurance Plan,Product Quality,2023-12-23,2024-01-21,Resolved,29.0,2023-12,1,0
714185,73738,Personal Safe,Service,2023-10-11,2023-10-15,Resolved,4.0,2023-10,1,1
556747,74995,Weight Loss Program,Delivery,2024-05-12,2024-05-30,Resolved,18.0,2024-05,1,0
603009,72962,Customer Support Service,Technical Support,2024-05-18,2024-06-01,Resolved,14.0,2024-05,1,0
841313,55016,Customer Support Service,Technical Support,2023-12-23,2024-01-22,Resolved,30.0,2023-12,1,0
686296,36571,Insurance Plan,Delivery,2024-01-05,2024-01-30,Resolved,25.0,2024-01,1,0
334320,36089,Weight Loss Program,Delivery,2024-05-19,2024-06-17,Resolved,29.0,2024-05,1,0
929642,58712,Fitness Tracker,Technical Support,2023-12-02,2023-12-27,Resolved,25.0,2023-12,1,0
342699,15671,Fitness Tracker,Service,2023-09-03,,Unresolved,,2023-09,0,0
647170,88497,Personal Safe,Delivery,2024-01-27,,Unresolved,,2024-01,0,0
990835,74052,Mobile Banking App,Delivery,2023-10-10,,Unresolved,,2023-10,0,0
380716,62430,Insurance Plan,Technical Support,2024-06-17,2024-06-19,Resolved,2.0,2024-06,1,1
187483,61540,Home Security System,Technical Support,2024-07-25,2024-08-13,Resolved,19.0,2024-07,1,0
107287,88417,Customer Support Service,Technical Support,2023-11-02,2023-11-22,Resolved,20.0,2023-11,1,0
122412,72378,Cloud Storage,Billing,2024-01-16,2024-01-27,Resolved,11.0,2024-01,1,0
700115,93834,Mobile Banking App,Billing,2023-11-18,,Unresolved,,2023-11,0,0
670603,26346,Fitness Tracker,Technical Support,2023-09-26,,Unresolved,,2023-09,0,0
846306,72107,Cloud Storage,Product Quality,2024-01-22,,Unresolved,,2024-01,0,0
959643,82560,Weight Loss Program,Billing,2024-02-12,2024-02-18,Resolved,6.0,2024-02,1,1
524129,19107,Personal Safe,Billing,2024-07-01,,Unresolved,,2024-07,0,0
512179,39813,Weight Loss Program,Service,2024-04-03,2024-04-21,Resolved,18.0,2024-04,1,0
420112,12265,Customer Support Service,Service,2023-12-27,2024-01-24,Resolved,28.0,2023-12,1,0
570206,27689,Digital Scale,Delivery,2024-06-14,2024-07-09,Resolved,25.0,2024-06,1,0
833155,23952,Fitness Tracker,Billing,2024-06-28,2024-07-26,Resolved,28.0,2024-06,1,0
361324,26112,Fitness Tracker,Service,2023-10-27,2023-11-17,Resolved,21.0,2023-10,1,0
931323,77209,Insurance Plan,Product Quality,2024-06-23,2024-07-16,Resolved,23.0,2024-06,1,0
782001,24072,Weight Loss Program,Technical Support,2024-01-11,2024-01-21,Resolved,10.0,2024-01,1,1
936257,97409,Mobile Banking App,Product Quality,2023-12-10,2024-01-02,Resolved,23.0,2023-12,1,0
303851,66489,Home Security System,Delivery,2024-05-31,2024-06-13,Resolved,13.0,2024-05,1,0
154001,58098,Drone Delivery Service,Service,2024-02-10,2024-02-29,Resolved,19.0,2024-02,1,0
576058,88557,Personal Safe,Product Quality,2023-12-04,,Unresolved,,2023-12,0,0
386435,27812,Digital Scale,Technical Support,2023-10-24,2023-10-30,Resolved,6.0,2023-10,1,1
739429,42084,Home Security System,Product Quality,2023-12-22,2024-01-09,Resolved,18.0,2023-12,1,0
180584,86863,Insurance Plan,Delivery,2024-07-08,2024-08-03,Resolved,26.0,2024-07,1,0
592602,22300,Customer Support Service,Product Quality,2024-04-18,,Unresolved,,2024-04,0,0
958175,83435,Mobile Banking App,Delivery,2023-12-01,2023-12-20,Resolved,19.0,2023-12,1,0
907246,95240,Personal Safe,Service,2024-06-18,2024-06-29,Resolved,11.0,2024-06,1,0
703335,49646,Personal Safe,Billing,2023-10-22,2023-11-10,Resolved,19.0,2023-10,1,0
395329,52214,Cloud Storage,Product Quality,2023-12-04,2023-12-13,Resolved,9.0,2023-12,1,1
945740,58561,Digital Scale,Technical Support,2024-02-01,,Unresolved,,2024-02,0,0
443456,98190,Personal Safe,Billing,2024-07-01,2024-07-02,Resolved,1.0,2024-07,1,1
465822,80417,Fitness Tracker,Billing,2023-08-30,2023-09-28,Resolved,29.0,2023-08,1,0
159104,27288,Mobile Banking App,Technical Support,2024-02-24,2024-03-10,Resolved,15.0,2024-02,1,0
662710,12715,Home Security System,Delivery,2024-07-02,2024-07-10,Resolved,8.0,2024-07,1,1
608432,76920,Personal Safe,Product Quality,2024-06-02,2024-06-26,Resolved,24.0,2024-06,1,0
142079,72581,Customer Support Service,Technical Support,2023-09-20,2023-10-12,Resolved,22.0,2023-09,1,0
747382,77701,Digital Scale,Service,2023-09-02,2023-09-12,Resolved,10.0,2023-09,1,1
146094,70830,Customer Support Service,Delivery,2023-08-29,2023-09-05,Resolved,7.0,2023-08,1,1
126068,35426,Mobile Banking App,Product Quality,2023-10-15,2023-11-08,Resolved,24.0,2023-10,1,0
778073,69906,Drone Delivery Service,Technical Support,2023-11-14,2023-11-24,Resolved,10.0,2023-11,1,1
178827,35836,Cloud Storage,Technical Support,2023-11-30,,Unresolved,,2023-11,0,0
495258,35193,Personal Safe,Delivery,2024-05-29,2024-06-26,Resolved,28.0,2024-05,1,0
632028,19972,Home Security System,Delivery,2024-02-01,2024-02-27,Resolved,26.0,2024-02,1,0
590892,19636,Mobile Banking App,Service,2023-11-27,2023-12-17,Resolved,20.0,2023-11,1,0
703008,83408,Personal Safe,Product Quality,2023-09-16,,Unresolved,,2023-09,0,0
959378,75162,Personal Safe,Delivery,2024-01-25,2024-02-09,Resolved,15.0,2024-01,1,0
952409,23346,Weight Loss Program,Service,2023-10-19,2023-10-21,Resolved,2.0,2023-10,1,1
178637,56921,Cloud Storage,Billing,2023-12-06,2023-12-24,Resolved,18.0,2023-12,1,0
541798,25111,Digital Scale,Product Quality,2024-05-22,,Unresolved,,2024-05,0,0
274889,79157,Weight Loss Program,Technical Support,2023-11-06,2023-11-27,Resolved,21.0,2023-11,1,0
561869,72892,Personal Safe,Product Quality,2023-10-12,,Unresolved,,2023-10,0,0
105368,61420,Digital Scale,Technical Support,2024-04-01,2024-04-18,Resolved,17.0,2024-04,1,0
797666,55491,Home Security System,Technical Support,2023-11-29,2023-12-26,Resolved,27.0,2023-11,1,0
207193,47452,Digital Scale,Technical Support,2023-11-10,2023-12-10,Resolved,30.0,2023-11,1,0
744211,75411,Cloud Storage,Service,2024-01-17,2024-02-03,Resolved,17.0,2024-01,1,0
914345,15274,Home Security System,Product Quality,2024-02-19,2024-03-04,Resolved,14.0,2024-02,1,0
717107,81769,Fitness Tracker,Technical Support,2024-03-24,,Unresolved,,2024-03,0,0
177506,20982,Fitness Tracker,Delivery,2023-11-20,2023-12-18,Resolved,28.0,2023-11,1,0
601052,22615,Personal Safe,Product Quality,2024-06-04,2024-06-06,Resolved,2.0,2024-06,1,1
207366,90213,Drone Delivery Service,Billing,2023-11-26,2023-12-19,Resolved,23.0,2023-11,1,0
275937,86128,Home Security System,Technical Support,2023-10-04,2023-10-27,Resolved,23.0,2023-10,1,0
402266,13769,Weight Loss Program,Billing,2024-06-05,2024-07-04,Resolved,29.0,2024-06,1,0
723332,23875,Home Security System,Service,2024-06-11,,Unresolved,,2024-06,0,0
512700,72971,Personal Safe,Service,2023-09-08,2023-09-11,Resolved,3.0,2023-09,1,1
357092,99555,Insurance Plan,Technical Support,2024-02-12,2024-02-23,Resolved,11.0,2024-02,1,0
233286,85043,Weight Loss Program,Technical Support,2023-09-12,2023-10-06,Resolved,24.0,2023-09,1,0
551178,66525,Drone Delivery Service,Product Quality,2024-04-19,,Unresolved,,2024-04,0,0
122588,27288,Digital Scale,Billing,2024-07-14,2024-07-25,Resolved,11.0,2024-07,1,0
744639,81457,Mobile Banking App,Technical Support,2024-02-07,,Unresolved,,2024-02,0,0
611665,39762,Personal Safe,Delivery,2024-07-11,2024-07-20,Resolved,9.0,2024-07,1,1
344507,30383,Fitness Tracker,Delivery,2024-07-24,,Unresolved,,2024-07,0,0
484880,19994,Cloud Storage,Product Quality,2024-03-06,2024-03-20,Resolved,14.0,2024-03,1,0
658680,25261,Weight Loss Program,Service,2023-09-02,2023-09-22,Resolved,20.0,2023-09,1,0
318799,42138,Personal Safe,Billing,2023-11-02,2023-11-03,Resolved,1.0,2023-11,1,1
378744,28617,Home Security System,Product Quality,2024-05-04,2024-05-16,Resolved,12.0,2024-05,1,0
205335,49740,Cloud Storage,Product Quality,2024-05-27,2024-06-03,Resolved,7.0,2024-05,1,1
517440,58731,Drone Delivery Service,Product Quality,2023-12-10,2023-12-11,Resolved,1.0,2023-12,1,1
800923,63681,Fitness Tracker,Product Quality,2024-04-12,2024-05-06,Resolved,24.0,2024-04,1,0
103574,27328,Fitness Tracker,Delivery,2023-10-19,2023-11-09,Resolved,21.0,2023-10,1,0
586810,13423,Fitness Tracker,Product Quality,2023-10-04,2023-10-30,Resolved,26.0,2023-10,1,0
748717,85901,Personal Safe,Service,2024-04-24,2024-04-29,Resolved,5.0,2024-04,1,1
298716,46547,Insurance Plan,Technical Support,2023-12-09,2024-01-08,Resolved,30.0,2023-12,1,0
669037,34065,Personal Safe,Service,2024-01-05,2024-01-30,Resolved,25.0,2024-01,1,0
905920,63027,Fitness Tracker,Product Quality,2024-05-04,2024-05-25,Resolved,21.0,2024-05,1,0
825343,70164,Customer Support Service,Technical Support,2024-04-12,,Unresolved,,2024-04,0,0
730865,16605,Drone Delivery Service,Delivery,2024-05-16,2024-06-02,Resolved,17.0,2024-05,1,0
499694,93449,Fitness Tracker,Billing,2023-11-11,2023-11-25,Resolved,14.0,2023-11,1,0
616115,33690,Fitness Tracker,Service,2023-12-16,,Unresolved,,2023-12,0,0
677549,64867,Cloud Storage,Service,2023-11-27,,Unresolved,,2023-11,0,0
748064,33126,Digital Scale,Delivery,2023-12-11,2023-12-26,Resolved,15.0,2023-12,1,0
123528,48767,Weight Loss Program,Billing,2024-01-10,2024-02-05,Resolved,26.0,2024-01,1,0
597392,26112,Home Security System,Technical Support,2024-03-22,2024-04-16,Resolved,25.0,2024-03,1,0
594201,78896,Drone Delivery Service,Service,2024-07-17,2024-08-03,Resolved,17.0,2024-07,1,0
831633,20386,Drone Delivery Service,Service,2024-03-25,2024-04-05,Resolved,11.0,2024-03,1,0
623442,23707,Cloud Storage,Product Quality,2024-04-08,2024-04-29,Resolved,21.0,2024-04,1,0
449109,67727,Cloud Storage,Delivery,2024-04-13,2024-05-03,Resolved,20.0,2024-04,1,0
553273,23894,Mobile Banking App,Service,2023-09-24,2023-10-13,Resolved,19.0,2023-09,1,0
513649,43568,Cloud Storage,Product Quality,2024-08-18,2024-08-31,Resolved,13.0,2024-08,1,0
775603,68819,Personal Safe,Technical Support,2024-05-14,2024-06-08,Resolved,25.0,2024-05,1,0
602216,59921,Insurance Plan,Delivery,2024-01-19,2024-02-08,Resolved,20.0,2024-01,1,0
364104,58600,Cloud Storage,Delivery,2023-11-02,2023-11-04,Resolved,2.0,2023-11,1,1
959755,19491,Cloud Storage,Technical Support,2023-10-24,2023-11-04,Resolved,11.0,2023-10,1,0
148623,75917,Cloud Storage,Delivery,2024-06-04,2024-07-02,Resolved,28.0,2024-06,1,0
178304,55472,Home Security System,Technical Support,2024-03-17,2024-03-29,Resolved,12.0,2024-03,1,0
593271,44826,Personal Safe,Service,2024-06-21,2024-06-26,Resolved,5.0,2024-06,1,1
451522,29233,Digital Scale,Product Quality,2023-11-24,2023-12-18,Resolved,24.0,2023-11,1,0
364976,38040,Fitness Tracker,Technical Support,2023-11-02,,Unresolved,,2023-11,0,0
513405,86761,Personal Safe,Technical Support,2024-07-03,2024-07-28,Resolved,25.0,2024-07,1,0
276850,16891,Cloud Storage,Service,2024-01-30,2024-02-16,Resolved,17.0,2024-01,1,0
292395,98470,Weight Loss Program,Billing,2024-03-16,2024-04-15,Resolved,30.0,2024-03,1,0
225119,26100,Weight Loss Program,Technical Support,2023-12-02,,Unresolved,,2023-12,0,0
972685,52194,Cloud Storage,Product Quality,2023-12-20,2024-01-03,Resolved,14.0,2023-12,1,0
153088,63937,Drone Delivery Service,Service,2024-06-17,2024-06-28,Resolved,11.0,2024-06,1,0
831650,98538,Fitness Tracker,Technical Support,2024-02-25,2024-03-04,Resolved,8.0,2024-02,1,1
351542,54299,Cloud Storage,Technical Support,2024-06-20,2024-06-21,Resolved,1.0,2024-06,1,1
189588,34715,Digital Scale,Delivery,2024-08-16,2024-09-08,Resolved,23.0,2024-08,1,0
965422,43733,Fitness Tracker,Service,2023-10-02,2023-10-12,Resolved,10.0,2023-10,1,1
477617,67875,Fitness Tracker,Delivery,2023-11-19,2023-12-01,Resolved,12.0,2023-11,1,0
744061,20101,Mobile Banking App,Technical Support,2023-10-03,2023-10-06,Resolved,3.0,2023-10,1,1
994162,12337,Customer Support Service,Technical Support,2024-04-09,2024-05-02,Resolved,23.0,2024-04,1,0
603852,56127,Customer Support Service,Billing,2024-06-23,2024-07-22,Resolved,29.0,2024-06,1,0
602096,63743,Fitness Tracker,Technical Support,2023-09-26,,Unresolved,,2023-09,0,0
247558,82822,Fitness Tracker,Technical Support,2024-04-29,,Unresolved,,2024-04,0,0
574326,63553,Weight Loss Program,Service,2023-10-31,2023-11-24,Resolved,24.0,2023-10,1,0
596870,13705,Customer Support Service,Product Quality,2023-12-25,2023-12-29,Resolved,4.0,2023-12,1,1
433716,33485,Home Security System,Service,2024-01-31,2024-02-08,Resolved,8.0,2024-01,1,1
533297,21877,Home Security System,Technical Support,2023-12-11,,Unresolved,,2023-12,0,0
761232,56391,Personal Safe,Delivery,2024-04-20,,Unresolved,,2024-04,0,0
891376,87550,Cloud Storage,Product Quality,2024-07-29,,Unresolved,,2024-07,0,0
507918,40414,Customer Support Service,Service,2024-01-07,2024-01-15,Resolved,8.0,2024-01,1,1
381422,40413,Cloud Storage,Billing,2024-04-04,2024-04-25,Resolved,21.0,2024-04,1,0
795305,15104,Personal Safe,Delivery,2024-06-29,2024-07-18,Resolved,19.0,2024-06,1,0
231128,90025,Weight Loss Program,Delivery,2023-10-20,2023-11-18,Resolved,29.0,2023-10,1,0
492660,43436,Insurance Plan,Product Quality,2023-11-09,2023-11-19,Resolved,10.0,2023-11,1,1
650878,11553,Drone Delivery Service,Technical Support,2023-09-18,2023-09-20,Resolved,2.0,2023-09,1,1
149381,54006,Digital Scale,Technical Support,2024-04-30,,Unresolved,,2024-04,0,0
682131,27689,Weight Loss Program,Product Quality,2024-08-11,2024-09-03,Resolved,23.0,2024-08,1,0
965337,30762,Fitness Tracker,Service,2023-11-21,,Unresolved,,2023-11,0,0
536548,98958,Insurance Plan,Service,2024-05-31,,Unresolved,,2024-05,0,0
131041,99397,Insurance Plan,Delivery,2024-02-16,2024-02-26,Resolved,10.0,2024-02,1,1
735266,74243,Weight Loss Program,Delivery,2024-06-21,2024-07-18,Resolved,27.0,2024-06,1,0
